s2aq2,s2aq4,weight,exp,lnw
.,.,2093.79,,5.886104
JSS3/JHS3,Yes,2093.79,4,
P6,Yes,2093.79,-2,
P3,Yes,2093.79,-6,
None,Yes,2093.79,-9,
University,Yes,2093.79,6,9.035987
Voc//Tec,No,2093.79,,
.,.,,,
M4,No,2093.79,41,7.426549
M4,No,2093.79,31,8.5413
SSS3/SHS3,Yes,2093.79,4,
None,Yes,2093.79,-8,
JSS/JHS 2,No,2093.79,10,8.881836
Voc//Tec,No,2093.79,,9.242227
P5,No,2093.79,25,6.25575
P5,Yes,2093.79,-4,
P3,Yes,2093.79,-5,
None,Yes,2093.79,-11,
University,No,2093.79,14,9.1442
P6,Yes,2093.79,-2,
JSS3/JHS3,No,2093.79,5,
S5,No,2093.79,,8.881836
SSS2/SHS2,No,2093.79,18,6.948897
P6,Yes,2093.79,-2,
Voc//Tec,No,2093.79,,
.,.,2093.79,,6.786378
P6,No,2093.79,12,7.272398
M4,No,2093.79,22,7.783224
SHS4,Yes,2093.79,,
P6,Yes,2093.79,-3,
P3,Yes,2093.79,-7,
JSS3/JHS3,No,2093.79,15,9.392662
JSS3/JHS3,No,2093.79,9,
.,.,,,
SSS3/SHS3,No,2093.79,5,9.287301
SHS4,No,2093.79,,
M4,No,351.42,34,7.495542
P1,No,351.42,27,
P4,Yes,351.42,0,
P3,Yes,351.42,-3,
M4,No,351.42,28,7.935355
JSS/JHS 2,Yes,351.42,1,
JSS/JHS 2,Yes,351.42,2,
P1,Yes,351.42,-7,
.,.,351.42,,
P2,No,351.42,48,9.578951
M4,No,351.42,49,8.319717
M4,No,351.42,17,
SS1/SHS1,Yes,351.42,4,
P3,No,351.42,10,
P4,No,351.42,13,
M4,No,351.42,48,7.783224
.,.,351.42,,6.39693
JSS3/JHS3,No,351.42,5,6.39693
P6,Yes,351.42,-2,
.,.,351.42,,7.090077
.,.,351.42,,5.768321
None,Yes,351.42,-10,
.,.,,,
M4,No,351.42,42,7.986709
.,.,351.42,,
None,Yes,351.42,-9,
M4,No,351.42,41,6.39693
P5,No,351.42,27,5.703783
P4,No,351.42,52,7.438384
M4,No,351.42,49,7.600903
JSS/JHS 2,Yes,351.42,4,
P6,Yes,351.42,2,
P1,Yes,351.42,-5,
.,.,,,
.,.,,,
JSS3/JHS3,No,351.42,21,6.684612
JSS3/JHS3,No,351.42,20,6.684612
JSS1/JHS1,Yes,351.42,1,
P3,Yes,351.42,-4,
None,Yes,351.42,-10,
P2,No,351.42,39,7.124478
JSS1/JHS1,Yes,351.42,-1,
P5,No,351.42,55,9.562844
JSS1/JHS1,No,351.42,22,5.480639
P4,Yes,351.42,-1,
P4,Yes,351.42,-1,
M4,No,351.42,42,7.003066
M4,No,351.42,38,
P5,No,351.42,36,7.696213
P4,No,351.42,12,6.214608
M4,No,351.42,45,7.600903
M4,No,351.42,40,6.39693
JSS3/JHS3,No,351.42,22,
.,.,,,
.,.,,,
None,Yes,351.42,-10,
.,.,,,
M4,No,351.42,28,6.907755
P5,No,351.42,18,7.090077
P5,Yes,351.42,-5,
P4,Yes,351.42,-2,
P2,Yes,351.42,-4,
None,Yes,351.42,-10,
M4,No,290.262,31,6.39693
.,.,290.262,,5.298317
P2,Yes,290.262,-3,
P1,Yes,290.262,-8,
None,Yes,290.262,-10,
None,Yes,290.262,-11,
.,.,290.262,,5.298317
.,.,290.262,,3.912023
Pre school,Yes,290.262,-1,
Pre school,Yes,290.262,-3,
None,Yes,290.262,-6,
.,.,290.262,,
.,.,290.262,,
.,.,,,
JSS3/JHS3,No,290.262,17,6.39693
JSS3/JHS3,No,290.262,9,5.703783
None,Yes,290.262,-10,
None,Yes,290.262,-12,
M4,No,290.262,25,6.214608
JSS3/JHS3,No,290.262,23,5.703783
JSS3/JHS3,Yes,290.262,1,
P5,Yes,290.262,-2,
P2,Yes,290.262,-6,
Pre school,Yes,290.262,-9,
M4,No,290.262,29,9.1442
SSS3/SHS3,No,290.262,5,
JSS3/JHS3,No,290.262,6,
P4,Yes,290.262,-1,
M4,No,290.262,48,6.907755
M2,No,290.262,35,5.991465
M1,No,290.262,35,6.39693
M4,No,290.262,27,6.684612
M4,No,290.262,24,6.214608
JSS1/JHS1,Yes,290.262,-2,
None,Yes,290.262,-9,
.,.,290.262,,
P6,Yes,290.262,0,
.,.,290.262,,5.298317
.,.,290.262,,6.55108
.,.,290.262,,
P6,Yes,290.262,0,
P5,Yes,290.262,-2,
P2,Yes,290.262,-7,
M4,No,290.262,30,6.907755
JSS3/JHS3,No,290.262,24,5.991465
JSS1/JHS1,Yes,290.262,1,
P4,Yes,290.262,-1,
None,Yes,290.262,-9,
.,.,290.262,,
M4,No,290.262,30,7.090077
SSS3/SHS3,Yes,290.262,0,
.,.,290.262,,
P6,No,290.262,25,8.879733
P2,No,290.262,15,
Pre school,Yes,290.262,-8,
Pre school,Yes,290.262,-9,
None,Yes,290.262,-11,
.,.,290.262,,
M1,No,377.991,65,
L6,No,377.991,,
M4,No,377.991,63,
JSS3/JHS3,No,377.991,22,7.354362
JSS3/JHS3,No,377.991,3,
P5,Yes,377.991,-6,
.,.,,,
M4,No,377.991,41,
JSS/JHS 2,No,377.991,12,
.,.,377.991,,
M2,No,377.991,28,6.733402
JSS3/JHS3,No,377.991,15,8.51979
.,.,377.991,,7.864938
University,No,377.991,27,9.347665
P3,No,377.991,32,8.253423
P5,Yes,377.991,-4,
P4,Yes,377.991,-7,
P1,Yes,377.991,-8,
JSS/JHS 2,No,377.991,17,8.51979
JSS3/JHS3,No,377.991,20,7.354362
P4,Yes,377.991,-3,
P2,Yes,377.991,-6,
Pre school,Yes,377.991,-9,
.,.,377.991,,
.,.,,,
.,.,377.991,,
SSS3/SHS3,No,377.991,10,7.090077
M2,No,377.991,29,
University,No,377.991,46,
tech training,No,377.991,42,
None,Yes,377.991,-10,
M4,No,377.991,37,7.354362
JSS3/JHS3,No,377.991,7,
JSS/JHS 2,Yes,377.991,2,
P3,No,377.991,0,
M4,No,377.991,38,
Pre school,Yes,377.991,-11,
P6,Yes,377.991,-1,
Voc//Tec,No,253.41,,9.311135
S2,No,253.41,20,7.865188
SSS3/SHS3,Yes,253.41,-1,
JSS/JHS 2,Yes,253.41,-1,
P6,Yes,253.41,-3,
None,Yes,253.41,-11,
None,Yes,253.41,-12,
Pre school,No,253.41,52,6.948897
Voc//Tec,No,253.41,,7.759828
JSS3/JHS3,No,253.41,20,7.864938
JSS3/JHS3,Yes,253.41,1,
JSS1/JHS1,Yes,253.41,-2,
P5,Yes,253.41,-4,
JSS3/JHS3,No,253.41,8,8.51979
SHS4,Yes,253.41,,7.272398
M4,No,253.41,25,7.864938
.,.,253.41,,
P3,Yes,253.41,-2,6.25575
P2,Yes,253.41,-4,
None,Yes,253.41,-9,
JSS3/JHS3,No,253.41,7,9.141418
M4,No,253.41,28,7.508513
.,.,,,
P1,Yes,253.41,-7,
P4,Yes,253.41,-2,4.646312
P3,Yes,253.41,-3,5.744925
P4,Yes,253.41,-3,4.646312
JSS3/JHS3,No,253.41,21,7.508513
JSS/JHS 2,Yes,253.41,2,5.744925
P5,Yes,253.41,-2,5.051777
None,Yes,253.41,-10,
.,.,,,
M4,No,253.41,51,6.25575
JSS3/JHS3,No,253.41,10,7.426549
JSS3/JHS3,No,253.41,7,8.879733
M4,No,253.41,48,8.159163
M4,No,253.41,40,7.172041
P1,Yes,253.41,-7,
None,Yes,253.41,-9,
P4,Yes,253.41,-1,
JSS3/JHS3,No,253.41,8,6.733402
P5,No,253.41,39,7.354362
JSS3/JHS3,No,253.41,4,
M4,No,253.41,30,6.25575
JSS1/JHS1,Yes,253.41,2,
P4,Yes,253.41,-4,
M4,No,253.41,42,8.421585
M4,No,253.41,39,7.864938
JSS3/JHS3,No,253.41,10,6.948897
JSS3/JHS3,No,253.41,7,6.948897
M4,No,253.41,45,7.920387
M4,No,253.41,14,6.948897
None,Yes,253.41,-11,
tech training,No,352.034,34,
University,No,352.034,54,
M3,No,352.034,32,8.716044
SS1/SHS1,Yes,352.034,1,
P5,Yes,352.034,-3,6.659294
JSS3/JHS3,No,352.034,14,
.,.,,,
P3,No,352.034,44,
.,.,,,
M4,No,352.034,27,
P5,No,352.034,26,
P4,Yes,352.034,-1,
P4,Yes,352.034,-4,
P1,Yes,352.034,-8,
Pre school,Yes,352.034,-11,
S5,No,352.034,,
S5,No,352.034,,
SSS3/SHS3,No,352.034,-2,
P6,Yes,352.034,-3,
P6,Yes,352.034,-4,
Pre school,Yes,352.034,-11,
SHS4,No,352.034,,10.00914
SS1/SHS1,No,352.034,10,9.346836
JSS3/JHS3,No,352.034,10,
Voc//Tec,No,352.034,,
JSS3/JHS3,No,352.034,20,11.03727
P1,Yes,352.034,-7,
JSS3/JHS3,No,352.034,10,
JSS3/JHS3,No,352.034,7,
JSS/JHS 2,No,352.034,24,9.792417
S3,No,352.034,17,10.00728
JSS1/JHS1,Yes,352.034,-1,
P5,Yes,352.034,-3,
P4,Yes,352.034,-5,
.,.,,,
P5,Yes,352.034,-3,
SSS3/SHS3,No,352.034,14,
JSS3/JHS3,No,352.034,17,
Voc//Tec,No,352.034,,
M2,No,352.034,24,8.517993
.,.,,,
JSS3/JHS3,No,352.034,4,
P6,Yes,352.034,-2,
P2,Yes,352.034,-3,
P1,Yes,352.034,-7,
M4,No,352.034,32,
None,No,352.034,30,9.346836
JSS3/JHS3,No,352.034,11,
.,.,,,
.,.,,,
SSS3/SHS3,Yes,352.034,0,
JSS/JHS 2,Yes,352.034,1,
M4,No,352.034,39,
M4,No,968.801,36,8.312675
M4,No,968.801,36,8.187091
M4,No,968.801,38,
M4,No,968.801,24,8.187091
JSS3/JHS3,No,968.801,13,7.172041
None,Yes,968.801,-11,
M4,No,968.801,21,6.661215
P4,Yes,968.801,-3,
Pre school,Yes,968.801,-9,
.,.,968.801,,
JSS3/JHS3,No,968.801,22,7.354362
JSS3/JHS3,No,968.801,14,7.354362
Pre school,Yes,968.801,-9,
None,Yes,968.801,-11,
Voc//Tec,No,968.801,,
JSS3/JHS3,Yes,968.801,3,
JSS1/JHS1,Yes,968.801,1,
P6,Yes,968.801,-1,
P4,Yes,968.801,-5,
P1,Yes,968.801,-8,
M4,No,968.801,41,8.312675
JSS3/JHS3,Yes,968.801,2,
JSS/JHS 2,No,968.801,14,
P5,Yes,968.801,-3,
P4,Yes,968.801,-5,
Pre school,Yes,968.801,-8,
JSS1/JHS1,No,968.801,9,
M2,No,968.801,38,8.517993
S5,No,968.801,,8.699514
S5,No,968.801,,6.946976
M4,No,968.801,50,8.517993
M3,No,968.801,38,
Pre school,Yes,968.801,-9,
JSS3/JHS3,No,968.801,12,8.51979
JSS3/JHS3,No,968.801,10,7.864938
P1,Yes,968.801,-7,
None,Yes,968.801,-11,
.,.,968.801,,
.,.,968.801,,
S5,No,968.801,,7.864938
P3,No,968.801,46,
M4,No,968.801,40,7.759828
JSS3/JHS3,No,968.801,22,7.354362
P3,Yes,968.801,-5,
Pre school,Yes,968.801,-8,
None,Yes,968.801,-9,
Voc//Tec,No,327.618,,8.251664
M4,No,327.618,50,6.948897
Voc//Tec,No,327.618,,6.948897
P1,Yes,327.618,-5,
S4,No,327.618,21,7.824046
JSS3/JHS3,No,327.618,21,7.955714
P5,Yes,327.618,-5,
P2,Yes,327.618,-8,
M4,No,327.618,35,8.51979
JSS1/JHS1,Yes,327.618,-1,
.,.,327.618,,7.17012
tech training,No,327.618,3,8.443332
M3,No,327.618,38,7.090077
M3,No,327.618,23,7.783224
M1,No,327.618,26,6.907755
P5,No,327.618,5,6.39693
JSS/JHS 2,Yes,327.618,3,6.39693
.,.,327.618,,
None,Yes,327.618,-12,
.,.,,,
P5,Yes,327.618,-4,
P3,Yes,327.618,-6,
P1,Yes,327.618,-8,
P1,No,327.618,23,
P1,No,327.618,3,
.,.,327.618,,
JSS3/JHS3,No,327.618,18,7.783224
JSS3/JHS3,No,327.618,12,
.,.,,,
.,.,327.618,,8.274867
.,.,327.618,,
M4,No,327.618,30,8.879733
None,Yes,327.618,-10,
None,Yes,327.618,-11,
.,.,327.618,,
M4,No,327.618,40,7.659172
M4,No,327.618,35,
tech training,No,327.618,7,9.184407
JSS3/JHS3,No,327.618,9,7.642045
P5,No,327.618,5,
.,.,,,
M4,No,327.618,30,7.495542
M4,No,369.315,41,8.403801
P6,No,369.315,30,7.960533
JSS3/JHS3,No,369.315,10,
JSS3/JHS3,No,369.315,19,7.863113
JSS3/JHS3,No,369.315,10,8.553332
.,.,,,
JSS/JHS 2,No,369.315,25,8.17459
JSS3/JHS3,No,369.315,23,7.495542
P5,No,369.315,2,6.438072
P5,Yes,369.315,-1,
None,Yes,369.315,-10,
.,.,369.315,,5.480639
JSS/JHS 2,Yes,369.315,-1,
P6,Yes,369.315,-2,
M4,No,369.315,33,7.495542
.,.,369.315,,
.,.,369.315,,
Pre school,Yes,369.315,-9,
M4,No,369.315,45,8.108202
M1,No,369.315,39,7.955714
JSS3/JHS3,No,369.315,7,7.090077
P6,No,369.315,4,7.354362
JSS/JHS 2,Yes,369.315,1,
.,.,,,
M4,No,369.315,47,8.729478
.,.,369.315,,
.,.,369.315,,6.948897
JSS/JHS 2,Yes,369.315,1,
P6,Yes,369.315,-2,
JSS3/JHS3,No,369.315,8,6.25575
.,.,369.315,,5.703783
P5,Yes,369.315,-2,6.929028
JSS1/JHS1,No,369.315,4,7.091326
P1,Yes,369.315,-5,
M1,No,369.315,30,7.677864
P6,No,369.315,21,6.733402
P5,Yes,369.315,0,
P2,Yes,369.315,-6,
Pre school,Yes,369.315,-9,
.,.,,,
M4,No,369.315,21,8.149024
P5,No,369.315,20,7.272398
JSS3/JHS3,Yes,369.315,0,
JSS1/JHS1,Yes,369.315,-3,
P5,Yes,369.315,-4,
.,.,369.315,,5.886104
JSS3/JHS3,No,369.315,15,8.556414
JSS3/JHS3,No,369.315,7,7.620705
None,Yes,369.315,-10,
.,.,,,
.,.,,,
M4,No,369.315,29,
P4,No,369.315,27,7.245655
JSS3/JHS3,No,369.315,11,6.25575
Pre school,Yes,369.315,-8,
JSS/JHS 2,Yes,369.315,0,
M4,No,369.315,33,6.661215
M4,No,369.315,31,8.119697
SSS2/SHS2,Yes,369.315,3,
JSS1/JHS1,Yes,369.315,-1,
P4,Yes,369.315,-4,
.,.,220.757,,8.602453
JSS3/JHS3,No,220.757,7,
P4,Yes,220.757,-2,
P2,Yes,220.757,-4,
S3,No,220.757,30,8.476371
P6,No,220.757,28,8.187091
SHS4,Yes,220.757,,6.866933
P4,Yes,220.757,-5,
P4,Yes,220.757,-5,
None,Yes,220.757,-10,
JSS1/JHS1,No,220.757,9,
JSS3/JHS3,No,220.757,16,8.20166
JSS3/JHS3,No,220.757,8,
Pre school,Yes,220.757,-8,
.,.,220.757,,7.864938
M4,No,220.757,25,6.661215
SSS3/SHS3,Yes,220.757,2,
P6,Yes,220.757,-3,
P4,Yes,220.757,-5,
P1,Yes,220.757,-8,
None,No,220.757,18,7.506592
JSS3/JHS3,No,220.757,18,9.141418
JSS3/JHS3,No,220.757,11,9.141418
None,Yes,220.757,-9,
.,.,220.757,,
.,.,,,
Voc//Tec,No,220.757,,9.346836
JSS3/JHS3,No,220.757,18,6.948897
P4,Yes,220.757,-3,
P2,Yes,220.757,-6,
P1,Yes,220.757,-8,
None,Yes,220.757,-11,
JSS3/JHS3,No,220.757,22,8.646026
JSS3/JHS3,No,220.757,37,7.354362
P4,No,220.757,18,7.863113
SHS4,Yes,220.757,,
SSS2/SHS2,Yes,220.757,2,
Pre school,Yes,220.757,-5,
P2,Yes,220.757,-3,
None,Yes,220.757,-7,
None,Yes,220.757,-10,
None,Yes,220.757,-12,
SS1/SHS1,Yes,220.757,4,
JSS/JHS 2,Yes,220.757,1,
JSS1/JHS1,Yes,220.757,3,
JSS3/JHS3,No,220.757,8,7.863267
P2,Yes,220.757,-4,
.,.,,,
.,.,,,
Nursing,No,220.757,33,9.655026
SSS3/SHS3,Yes,220.757,4,
University,No,220.757,3,
P4,Yes,220.757,-5,
M4,No,220.757,35,8.699514
P4,No,220.757,35,5.968068
P3,No,220.757,37,7.642045
P4,Yes,220.757,-3,
SHS4,No,463.15,,6.39693
P5,No,463.15,8,8.251664
JSS3/JHS3,No,463.15,16,7.272398
JSS1/JHS1,Yes,463.15,-1,
P3,Yes,463.15,-3,
P2,Yes,463.15,-6,
M4,No,463.15,27,8.658692
JSS3/JHS3,No,463.15,21,7.642045
P2,Yes,463.15,-6,
Pre school,Yes,463.15,-9,
None,Yes,463.15,-11,
JSS/JHS 2,No,463.15,13,7.495542
.,.,463.15,,6.761573
None,Yes,463.15,-10,
.,.,,,
SSS3/SHS3,No,463.15,13,7.999544
SSS3/SHS3,No,463.15,10,7.783224
None,Yes,463.15,-12,
.,.,,,
University,No,463.15,19,9.574984
P4,No,463.15,8,7.172041
P6,Yes,463.15,0,
P5,No,463.15,65,5.521461
S5,No,463.15,,6.173786
SHS4,No,463.15,,8.006368
P6,No,463.15,13,7.495542
P1,Yes,463.15,-9,
.,.,,,
JSS3/JHS3,No,463.15,5,
tech training,No,463.15,59,
P1,No,463.15,52,
None,Yes,463.15,-8,
University,No,463.15,31,9.373479
JSS3/JHS3,No,463.15,17,6.661215
SS1/SHS1,Yes,463.15,2,
None,Yes,463.15,-10,
None,Yes,463.15,-12,
.,.,,,
P4,Yes,463.15,-5,
.,.,463.15,,8.443332
JSS/JHS 2,Yes,463.15,0,
JSS/JHS 2,Yes,463.15,0,
S5,No,463.15,,8.443332
M4,No,463.15,44,7.426549
P3,Yes,463.15,-5,
P4,Yes,463.15,-3,
P5,No,394.629,34,7.877625
P6,Yes,394.629,0,
M4,No,394.629,42,6.173786
P6,Yes,394.629,-3,
P4,Yes,394.629,-3,
JSS3/JHS3,No,394.629,9,
.,.,,,6.25575
.,.,,,
.,.,,,
.,.,,,
.,.,394.629,,
JSS3/JHS3,No,394.629,14,8.312675
JSS3/JHS3,No,394.629,9,7.864938
Pre school,Yes,394.629,-9,
.,.,,,
M4,No,394.629,55,8.17459
M1,No,394.629,38,7.450661
SSS3/SHS3,Yes,394.629,1,
SSS3/SHS3,Yes,394.629,1,
JSS1/JHS1,Yes,394.629,2,
JSS1/JHS1,Yes,394.629,-2,
P5,Yes,394.629,-3,
None,Yes,394.629,-9,
M4,No,394.629,42,6.39693
M4,No,394.629,38,
P6,Yes,394.629,0,
P3,Yes,394.629,-5,
P6,No,394.629,13,8.038932
JSS3/JHS3,No,394.629,9,
.,.,394.629,,7.620705
.,.,394.629,,6.39693
P4,Yes,394.629,1,
P5,Yes,394.629,-2,
P1,Yes,394.629,-6,
Voc//Tec,No,394.629,,9.798127
M4,No,394.629,30,6.579251
JSS3/JHS3,No,394.629,7,
SHS4,Yes,394.629,,
P1,Yes,394.629,-7,
None,Yes,394.629,-9,
tech training,No,394.629,3,9.035987
M4,No,394.629,60,7.783224
.,.,394.629,,
JSS1/JHS1,Yes,394.629,2,
P4,Yes,394.629,1,
P4,Yes,394.629,-2,
M4,No,394.629,32,6.948897
JSS3/JHS3,No,394.629,21,7.783224
P4,Yes,394.629,-2,
Pre school,Yes,394.629,-11,
.,.,,,
P6,No,394.629,52,7.864938
P5,Yes,394.629,2,
P3,Yes,394.629,-4,
P6,No,394.629,30,8.115752
.,.,394.629,,
M4,No,276.55,62,7.649693
P4,Yes,276.55,-1,
P1,Yes,276.55,-4,
SSS3/SHS3,No,276.55,8,7.677864
P6,No,276.55,21,7.960533
JSS3/JHS3,Yes,276.55,3,
JSS3/JHS3,No,276.55,4,
P5,Yes,276.55,0,
M4,No,276.55,45,6.39693
None,Yes,276.55,-12,
P5,No,276.55,43,7.783224
JSS3/JHS3,No,276.55,5,
P4,Yes,276.55,-5,
M4,No,276.55,41,
M2,No,276.55,63,7.090077
M4,No,276.55,35,6.866933
P2,Yes,276.55,-4,
.,.,276.55,,7.783224
JSS3/JHS3,No,276.55,7,
.,.,276.55,,
.,.,276.55,,
.,.,276.55,,
JSS3/JHS3,No,276.55,6,
JSS3/JHS3,Yes,276.55,3,
JSS1/JHS1,Yes,276.55,2,
P4,Yes,276.55,-2,
P1,Yes,276.55,-5,
.,.,276.55,,
M1,No,276.55,45,7.999544
None,Yes,276.55,-8,
.,.,276.55,,
P6,No,276.55,20,7.495542
P6,No,276.55,30,7.783224
M4,No,276.55,45,7.495542
P5,No,276.55,29,7.090077
M1,No,276.55,28,6.866933
JSS1/JHS1,Yes,276.55,1,
P5,Yes,276.55,-1,
None,Yes,276.55,-9,
.,.,276.55,,
.,.,,,
.,.,,,
.,.,276.55,,
M1,No,276.55,42,8.646026
M4,No,276.55,57,7.495542
.,.,183.518,,
P2,No,183.518,33,
U6,No,183.518,,
M4,No,183.518,30,9.141418
SHS4,Yes,183.518,,
JSS/JHS 2,Yes,183.518,1,
M4,No,183.518,28,5.991465
JSS3/JHS3,No,183.518,18,6.733402
P6,Yes,183.518,1,
P4,Yes,183.518,-3,
P5,No,183.518,39,
.,.,183.518,,
P5,Yes,183.518,-2,
.,.,183.518,,
Voc//Tec,No,183.518,,
.,.,183.518,,
P3,Yes,183.518,-1,
M3,No,183.518,20,
P3,No,183.518,15,
P1,Yes,183.518,-8,
.,.,,,
M3,No,183.518,61,
JSS3/JHS3,No,183.518,9,9.594241
SSS3/SHS3,Yes,183.518,0,
.,.,183.518,,
P4,No,183.518,29,7.863113
.,.,183.518,,
.,.,183.518,,
P4,Yes,183.518,-1,
P2,Yes,183.518,-3,
.,.,183.518,,
M4,No,183.518,28,9.581346
JSS3/JHS3,No,183.518,23,7.354362
.,.,,,
P5,Yes,183.518,-2,
P3,Yes,183.518,-6,
None,Yes,183.518,-11,
.,.,,,
M4,No,183.518,27,7.863267
P6,Yes,183.518,1,
P3,Yes,183.518,-3,
P3,Yes,183.518,-4,
None,Yes,183.518,-9,
None,Yes,183.518,-10,
None,Yes,183.518,-11,
.,.,,,
.,.,183.518,,
JSS3/JHS3,No,183.518,31,8.038932
SSS3/SHS3,Yes,183.518,5,
JSS3/JHS3,Yes,183.518,3,
.,.,183.518,,
JSS3/JHS3,No,183.518,10,
Polytechnic,No,183.518,41,
M1,No,183.518,40,
.,.,,,
JSS3/JHS3,No,183.518,17,
P3,Yes,183.518,-5,
None,Yes,183.518,-10,
U6,No,183.518,,7.620705
.,.,183.518,,7.783224
P6,Yes,183.518,-1,
P3,Yes,183.518,-4,
M4,No,761.105,27,7.508513
P6,No,761.105,21,7.17012
P3,Yes,761.105,-5,
P1,Yes,761.105,-7,
Pre school,Yes,761.105,-10,
.,.,761.105,,
.,.,761.105,,
.,.,,,
JSS3/JHS3,No,761.105,22,8.71672
JSS3/JHS3,No,761.105,20,7.865188
JSS3/JHS3,No,761.105,2,
P5,Yes,761.105,-3,
P3,Yes,761.105,-3,
P1,Yes,761.105,-7,
M4,No,761.105,47,9.141418
SS1/SHS1,No,761.105,8,
SS1/SHS1,No,761.105,6,
SSS3/SHS3,Yes,761.105,0,
SSS3/SHS3,Yes,761.105,-4,
Polytechnic,Yes,761.105,14,8.525162
SSS2/SHS2,Yes,761.105,1,
P4,Yes,761.105,-4,
P3,Yes,761.105,-6,
SSS3/SHS3,Yes,761.105,9,8.188689
JSS/JHS 2,No,761.105,11,7.863113
None,Yes,761.105,-10,
None,Yes,761.105,-12,
.,.,761.105,,6.438072
M4,No,761.105,30,5.886104
SHS4,No,761.105,,
JSS3/JHS3,No,761.105,3,
P4,Yes,761.105,0,
.,.,,,
M4,No,761.105,43,6.659294
JSS3/JHS3,No,761.105,21,7.17012
P4,Yes,761.105,-5,
.,.,,,
P6,Yes,761.105,-3,
JSS/JHS 2,No,761.105,20,
None,Yes,761.105,-7,
P2,No,761.105,72,
M4,No,761.105,49,8.907812
.,.,761.105,,6.786378
JSS3/JHS3,No,761.105,15,
P4,Yes,761.105,-4,
P1,Yes,761.105,-6,
.,.,761.105,,
JSS3/JHS3,No,761.105,18,6.253829
P3,No,761.105,13,
P1,Yes,761.105,-3,
Pre school,Yes,761.105,-9,
M4,No,761.105,34,7.999544
M4,No,761.105,29,7.863113
P3,Yes,761.105,-3,
P4,Yes,761.105,-5,
JSS3/JHS3,No,761.105,23,8.324858
P4,No,761.105,15,
P1,Yes,761.105,-5,
P1,Yes,761.105,-6,
None,Yes,761.105,-9,
.,.,,,
.,.,,,
SSS2/SHS2,Yes,761.105,4,
SS1/SHS1,Yes,761.105,5,
M4,No,262.918,45,8.611043
M4,No,262.918,28,6.843537
.,.,262.918,,
.,.,262.918,,
P1,No,262.918,-8,
.,.,,,
.,.,262.918,,7.495542
P4,No,262.918,50,7.090077
P3,Yes,262.918,-5,
P1,Yes,262.918,-7,
Pre school,Yes,262.918,-8,
P6,No,262.918,8,5.298317
.,.,,,
JSS3/JHS3,No,262.918,15,8.06136
JSS3/JHS3,No,262.918,8,
.,.,,,
P2,Yes,262.918,-3,
.,.,262.918,,
.,.,262.918,,7.999544
.,.,262.918,,7.090077
S5,No,262.918,,8.148561
.,.,262.918,,
P5,No,262.918,27,8.274867
M4,No,262.918,27,
P4,Yes,262.918,-2,
P3,Yes,262.918,-5,
P5,Yes,262.918,-1,
JSS/JHS 2,Yes,262.918,1,
.,.,262.918,,
SSS3/SHS3,Yes,262.918,-1,
JSS3/JHS3,No,262.918,17,8.17459
P6,No,262.918,15,8.9638
P6,Yes,262.918,0,
P4,Yes,262.918,-2,
P3,Yes,262.918,-4,
Pre school,Yes,262.918,-4,
P1,Yes,262.918,-4,
P1,Yes,262.918,-7,
.,.,262.918,,
.,.,262.918,,
.,.,,,
M1,No,262.918,51,6.907755
JSS1/JHS1,Yes,262.918,0,
S5,No,262.918,,7.444249
Voc//Tec,No,262.918,,6.907755
M4,No,262.918,31,
SHS4,Yes,262.918,,
JSS3/JHS3,Yes,262.918,1,
P6,Yes,262.918,-1,
Pre school,Yes,262.918,-6,
.,.,262.918,,7.999544
M1,No,262.918,42,
SS1/SHS1,Yes,262.918,6,
SSS3/SHS3,Yes,262.918,0,
University,Yes,262.918,2,
P1,No,262.918,22,8.274867
P4,No,262.918,22,5.991465
P3,Yes,262.918,-2,5.899075
P2,Yes,262.918,-4,
None,Yes,262.918,-10,
None,Yes,262.918,-10,
P5,Yes,262.918,-6,
P5,Yes,262.918,-6,
JSS3/JHS3,No,262.918,13,5.991465
M4,No,262.918,51,6.768493
P5,No,262.918,45,6.51323
M4,No,262.918,39,8.403801
.,.,262.918,,6.779922
JSS3/JHS3,Yes,262.918,5,
.,.,,,
JSS3/JHS3,Yes,262.918,8,
P5,Yes,262.918,-4,
M2,No,546.206,32,7.783224
P4,No,546.206,30,8.646026
.,.,546.206,,
P2,Yes,546.206,-4,
Pre school,Yes,546.206,-6,
JSS1/JHS1,No,546.206,20,7.783224
None,Yes,546.206,-10,
.,.,,,
JSS/JHS 2,No,546.206,11,6.915723
JSS1/JHS1,No,546.206,5,
None,Yes,546.206,-12,
P2,No,546.206,40,8.246853
M1,No,546.206,31,6.579251
JSS3/JHS3,No,546.206,10,6.579251
P4,Yes,546.206,-5,
P2,Yes,546.206,-4,
None,Yes,546.206,-12,
U6,No,546.206,,7.426549
Pre school,No,546.206,40,
M2,No,546.206,44,9.272141
JSS3/JHS3,No,546.206,16,
JSS3/JHS3,Yes,546.206,9,7.864938
P6,No,546.206,54,8.646026
P4,No,546.206,41,8.024732
SSS3/SHS3,Yes,546.206,3,
M2,No,546.206,32,8.806499
P2,No,546.206,35,
U6,No,546.206,,7.933653
.,.,546.206,,
JSS/JHS 2,Yes,546.206,4,
P6,Yes,546.206,1,
P5,Yes,546.206,-1,
P1,Yes,546.206,-4,
.,.,,,
M1,No,546.206,31,8.488793
M4,No,546.206,27,
JSS3/JHS3,No,546.206,4,
